scene_title,title,prompt_en,prompt_zh,duration_sec,difficulty,description,knowledge_points,teaching_markdown,ink_script_key
基础①·描述他人,国籍与语言,Learn countries and languages: China Chinese Japan Japanese America English.,学习国家和语言：中国/中文、日本/日语、美国/英语。,45,L1,掌握常见国家和语言词，用from+国家/speak+语言描述。,国家 语言,"## 国家与语言

China/Chinese 中国/中文
Japan/Japanese 日本/日语
America/English 美国/英语

I am from China. I speak Chinese.

Chinese前不加a：I am Chinese.✅",practice_foundation-beginner_基础①_描述他人_国籍与语言
基础①·日常寒暄,打招呼与告别,Master greetings and farewells: hi hello goodbye see you.,掌握打招呼和告别用语：Hi/Hello/Goodbye/See you。,45,L1,掌握日常打招呼和告别的基本表达方式。,寒暄 打招呼 告别,"## 打招呼

Hi!/Hello!（任何时候）
Good morning/afternoon/evening!

## 告别

Goodbye!/Bye!/See you later!/Good night!

Good night是告别语不是打招呼。晚上见面说Good evening。",practice_foundation-beginner_基础①_日常寒暄_打招呼告别
基础①·日常寒暄,简单闲聊,Practice small talk: How are you? Where are you from? What do you do?,练习简单闲聊：你好吗？你来自哪里？你是做什么的？,45,L1,掌握How/What/Where引导的简单闲聊问句和回答。,闲聊 问句,"## 闲聊三步

1. How are you?→I'm fine.
2. Where are you from?→I'm from China.
3. What do you do?→I'm a student.

回应时加 And you? 反问对方。",practice_foundation-beginner_基础①_日常寒暄_简单闲聊
基础①·日常寒暄,询问近况,Learn to ask about recent situations: How is your day? What's new?,学习询问近况：今天过得怎么样？有什么新鲜事？,45,L1,掌握询问对方近况的表达和回应方式。,近况 询问,"## 问近况

How is your day?→It's good./Not bad.
What's new?→Nothing much.
How are things?→Everything is fine.

好：Pretty good!/Great!/Not bad!
一般：So-so.
不好：Not very good.",practice_foundation-beginner_基础①_日常寒暄_询问近况
基础①·日常寒暄,介绍他人,Learn to introduce people: This is... Let me introduce... Have you met...?,学习互相介绍：这是.../让我介绍一下.../你见过...吗？,45,L1,掌握互相介绍的社交用语。,介绍 社交,"## 互相介绍

This is my friend Tom.
Let me introduce my classmate Mary.
Tom this is Mary. Mary this is Tom.

回应：Nice to meet you./I've heard a lot about you.",practice_foundation-beginner_基础①_日常寒暄_介绍他人
基础①·日常寒暄,表达关心,Learn to express concern: Are you okay? Take care. Get well soon.,学习表达关心：你还好吗？保重。早日康复。,45,L1,掌握表达关心和问候健康的基本用语。,关心 健康,"## 关心表达

Are you okay?→Yes I'm fine./No I'm a little tired.
What's wrong?→I have a headache.
Take care!/Get well soon.

回应：Thank you for asking./I'm fine don't worry.",practice_foundation-beginner_基础①_日常寒暄_表达关心
基础①·数字与时间,数字1-20,Learn numbers 1-20: one two three...twenty.,学习数字1-20的读写和发音。,45,L1,掌握基数词1-20的读法和写法，能说年龄和数量。,数字 基数词,"## 1-10

one two three four five six seven eight nine ten

## 11-20

eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty

13 thirteen ≠ 30 thirty，注意teen与ty的区别。",practice_foundation-beginner_基础①_数字与时间_数字1-20
基础①·数字与时间,时间表达,Learn to tell time: What time is it? It's 3 o'clock. half past quarter to.,学习表达时间：几点了？3点、3点半、3点一刻、差一刻4点。,45,L1,掌握基本时间表达，能问时间和说时间。,时间 点钟,"## 问时间

What time is it?

## 整点

It's 3 o'clock.

## 半点与刻

3:30→half past three/three thirty
3:15→quarter past three/three fifteen
3:45→quarter to four/three forty-five

口语中直接用数字更常见：three fifteen。",practice_foundation-beginner_基础①_数字与时间_时间表达
基础①·数字与时间,日期与星期,Learn days and dates: Monday Tuesday... January... 1st 2nd 3rd.,学习星期和日期表达：周一、周二...、一月、二月...、1号、2号。,45,L1,掌握星期一到星期日、月份、序数词基本表达。,星期 日期 月份,"## 星期

Monday Tuesday Wednesday Thursday Friday Saturday Sunday

## 月份

January February March April May June July August September October November December

## 日期

What's the date today?→It's July 1st.

星期首字母大写。on Monday，in July。",practice_foundation-beginner_基础①_数字与时间_日期与星期
基础①·数字与时间,日常时间词,Learn time words: today tomorrow yesterday morning afternoon evening night.,学习日常时间词：今天、明天、昨天、早上、下午、晚上、夜里。,45,L1,掌握基本时间名词，用时间词描述日常安排。,时间词 日常,"## 时间词

today/tomorrow/yesterday
morning/afternoon/evening/night

## 搭配

this morning/this afternoon
tomorrow morning/yesterday evening
at night/in the morning

in the morning/afternoon/evening，但 at night。",practice_foundation-beginner_基础①_数字与时间_日常时间词
基础①·数字与时间,频率表达,Learn frequency words: always usually often sometimes never every day.,学习频率词：总是、通常、经常、有时、从不、每天。,45,L1,掌握基本频率副词，能描述习惯的频率。,频率 副词,"## 频率词

always 总是/usually 通常/often 经常/sometimes 有时/never 从不/every day 每天

## 位置

I always eat breakfast.
频率词在动词前，be动词后：I am always happy。",practice_foundation-beginner_基础①_数字与时间_频率表达
基础①·基本需求,我想要...,Learn to express wants: I want... I would like... I need...,学习表达想要的：我想要...、我想（礼貌）...、我需要...。,45,L1,掌握want/would like/need表达需求和愿望。,want need 需求,"## 表达需求

I want+名词：I want a coffee.
I want to+动词：I want to go.
I would like（更礼貌）：I'd like some water.
I need：I need help.

want to go,不是want go（to不能省）。",practice_foundation-beginner_基础①_基本需求_我想要
基础①·基本需求,我能/我会,Learn to express ability: I can... Can you...?,学习表达能力：我会...、我能...、你能...吗？,45,L1,掌握can表达能力、请求和许可。,can 能力,"## Can的用法

能力：I can speak English.
请求：Can you help me?
许可：Can I go now?

回答：Yes I can./No I can't.

can后动词原形，不加to：I can swim ✅",practice_foundation-beginner_基础①_基本需求_我能我会
基础①·基本需求,我喜欢/不喜欢,Learn to express likes and dislikes: I like... I don't like... I love...,学习表达喜好：我喜欢...、我不喜欢...、我热爱...。,45,L1,掌握like/don't like/love表达喜好。,like love 喜好,"## 喜好表达

I like+名词：I like coffee.
I like+to do/doing：I like to read./I like reading.
I love+名词/doing：I love music.
I don't like...：I don't like cold weather.

程度：like < love < really love",practice_foundation-beginner_基础①_基本需求_喜欢不喜欢
基础①·基本需求,身体感受,Learn to express physical feelings: hungry thirsty tired cold hot sleepy.,学习表达身体感受：饿了、渴了、累了、冷了、热了、困了。,45,L1,掌握基本身体感受词，用I am+感受词表达状态。,身体 感受,"## 感受词

I am hungry./I am thirsty./I am tired.
I am cold./I am hot./I am sleepy.

## 需求搭配

I am hungry.→I want to eat.
I am thirsty.→Can I have some water?

I am hungry不是 I have hungry（中文干扰）。",practice_foundation-beginner_基础①_基本需求_身体感受
基础①·基本需求,请求帮助,Learn to ask for help: Can you help me? I need help. Could you please...?,学习请求帮助：你能帮我吗？我需要帮助。你能...吗？,45,L1,掌握基本求助表达，能在需要时开口求助。,求助 请求,"## 求助表达

Can you help me?
I need help.
Could you please...?（更礼貌）

## 具体请求

Can you help me find...?
Could you please repeat that?

Could比Can更礼貌，对陌生人优先用Could。",practice_foundation-beginner_基础①_基本需求_请求帮助
