scene_title,title,prompt_en,prompt_zh,duration_sec,difficulty,description,knowledge_points,ink_script_key
退房投诉,房间问题,"Complain about a problem in your room to the front desk.",向前台投诉房间的问题。,45,L2,,,
退房投诉,延迟退房,"Ask for a late check-out on your departure day.",在退房当天要求延迟退房。,35,L1,,,
图书馆借书,借书,"Ask the librarian how to borrow a book.",问图书管理员如何借书。,35,L1,,,
图书馆借书,续借,"Call the library to renew your borrowed books.",打电话给图书馆续借书籍。,30,L1,,,
社团招新,咨询社团信息,"Ask a club member about their activities and meetings.",向社团成员询问活动和会议信息。,40,L1,,,
社团招新,报名加入,"Tell the club president you'd like to join.",告诉社长你想加入社团。,35,L1,,,
银行开户,开立账户,"Tell the bank clerk you want to open an account.",告诉银行柜员你想开一个账户。,50,L2,,,
银行开户,咨询利率,"Ask about the interest rates for savings accounts.",询问储蓄账户的利率。,35,L2,,,
买 SIM 卡,选择套餐,"Ask the salesperson about available phone plans.",向店员询问可用的手机套餐。,45,L1,,,
买 SIM 卡,激活SIM卡,"Ask how to activate your new SIM card.",询问如何激活新SIM卡。,35,L1,,,
