scene_title,title,prompt_en,prompt_zh,duration_sec,difficulty,description,knowledge_points,teaching_markdown,ink_script_key
基础⑤·频率副词,有时/很少/从不,Practice sometimes/rarely/never with simple present.,练习频率副词：有时/很少/从不。,35,L1,掌握sometimes/rarely/never与一般现在时搭配。,频率副词 sometimes rarely never 频率,"## 频率副词核心句型
- **I sometimes watch TV after work.** 我有时下班后看电视。(50%)
- **I rarely eat junk food.** 我很少吃垃圾食品。(10%)
- **I never smoke.** 我从不抽烟。(0%)

## 频率光谱
always(100%) → usually(90%) → often(70%) → sometimes(50%) → rarely(10%) → never(0%)

## 注意
never = not ever，后面不用再加not。❌ I never don't eat meat。",practice_foundation-present-continuous_频率副词_有时很少从不
基础⑤·频率副词,频率+进行时混合,Practice mixing frequency with present continuous.,练习频率副词和现在进行时混合表达。,40,L1~L2,掌握频率+进行时混合表达对比。,频率副词 进行时 混合 对比 usually but,"## 混合句型
- **I usually walk to work, but this month I'm taking the bus.** 我通常走路上班，但这个月坐公交。
- **I think he is sleeping. He usually takes a nap at this time.** 我觉得他在睡觉，他通常这个时间午休。

## 核心对比
频率副词 + 一般现在时 = 习惯
但 + 现在进行时 = 临时例外
练习先想"这是习惯还是临时"，再选择时态。",practice_foundation-present-continuous_频率副词_频率进行时混合
基础⑤·频率副词,be+频率副词,Practice frequency adverb position with be verbs.,练习频率副词在be动词后的位置。,35,L1,掌握be动词+频率副词的语序。,频率副词 be动词 位置 always is,"## be+频率副词位置
频率副词放在be动词**之后**：
- **She is always late for class.** 她上课总是迟到。
- **He is never tired in the morning.** 他早上从不疲倦。

## 语法规则
- 普通动词：频率副词在动词前（I always get up early）
- be动词：频率副词在be后（She is always happy）

## 替换练习
is always / is never / are usually / is sometimes + 形容词",practice_foundation-present-continuous_频率副词_be频率副词
基础⑤·频率副词,频率问句,Practice How often questions.,练习How often频率问句。,35,L1,掌握How often问句和频率回答。,频率问句 How often 频率 回答,"## 频率问句核心句型
- **How often do you exercise? — I usually go running three times a week.** 你多久运动一次？——我通常每周跑三次。

## 回答方式
- 频率副词：always / usually / often / sometimes / rarely / never
- 频率短语：every day / once a week / twice a month / three times a year

## 替换练习
替换动词和频率表达方式。",practice_foundation-present-continuous_频率副词_频率问句
基础⑤·have与get,have状态用法,Practice have for possession (stative, no continuous).,练习have表拥有的状态用法（不能用于进行时）。,35,L1~L2,掌握have表示拥有/关系/特征时不可用进行时。,have 拥有 状态 不可进行 语法,"## have 状态用法（不可进行时）
- **I have a car.** 我有一辆车。(❌ I'm having a car)
- **I have two brothers.** 我有两个兄弟。(❌ I'm having two brothers)
- **I have a headache.** 我头疼。(❌ I'm having a headache)
- **She has blue eyes.** 她有蓝眼睛。(❌ She's having blue eyes)

## 核心规则
have表示"拥有/关系/特征/状态"时，是**状态动词**，不能用于进行时。
🚫 绝对不能说：I'm having a car.",practice_foundation-present-continuous_have与get_have状态用法
基础⑤·have与get,have动作用法,Practice have for actions (eating/experiencing, CAN use continuous).,练习have表吃/经历的动作用法（可以用于进行时）。,35,L1~L2,掌握have表示吃/参加/经历时可以用进行时。,have 动作 吃 经历 可进行 进行时,"## have 动作用法（可进行时）
- **I have breakfast at 7.** / **I'm having breakfast right now.** 我7点吃早餐。/ 我正在吃早餐。
- **I have a meeting at 3.** / **I'm having a meeting right now.** 我3点有会。/ 我正在开会。
- **I have a good time at parties.** / **I'm having a great time!** 我派对上玩得开心。/ 我正玩得很开心！

## 核心区分
- have + 食物/饮品 = 吃/喝（动作，可进行）
- have + 活动/经历 = 参加/经历（动作，可进行）
- have + 物品/关系 = 拥有（状态，不可进行）",practice_foundation-present-continuous_have与get_have动作用法
基础⑤·have与get,get起床/到达,Practice get for waking up and arriving.,练习get表示起床和到达的用法。,35,L1~L2,掌握get up/get home/get to的时态对比用法。,get up 起床 到达 get to get home,"## get 起床/到达核心句型
- **I get up at 7 every day.** / **I'm getting up now.** 我每天7点起。/ 我正在起床。
- **I get home at 6 pm.** / **I'm getting home now.** 我下午6点到家。/ 我快到家了。
- **I get to work by bus.** / **I'm getting to work by taxi today.** 我坐公交上班。/ 我今天打车到公司。

## get 含义
get up = 起床 / get home = 到家 / get to = 到达
每个都有"习惯"和"正在"两个版本。",practice_foundation-present-continuous_have与get_get起床到达
基础⑤·have与get,get变得/收到,Practice get for becoming and receiving.,练习get表示变得和收到的用法。,35,L1~L2,掌握get+形容词表示变化和get表示收到的表达。,get 变得 收到 变化 进行时,"## get 变得/收到核心句型
- **I get tired easily.** / **I'm getting tired. Let's rest.** 我容易累。/ 我有点累了，休息吧。
- **It gets dark early in winter.** / **It's getting dark. Let's go inside.** 冬天黑得早。/ 天快黑了，进去吧。
- **I get a lot of emails at work.** / **I'm getting a lot of spam these days.** 我上班收很多邮件。/ 我最近收到好多垃圾邮件。

## get + 形容词 = 变得
表示"慢慢变化"，常用进行时强调变化过程。
get angry / get cold / get better / get darker",practice_foundation-present-continuous_have与get_get变得收到
基础⑤·have与get,get短语动词,Practice get phrasal verbs like get along.,练习get短语动词如get along的用法。,35,L1~L2,掌握get along with等短语动词的时态对比用法。,get 短语动词 get along 相处 进行时,"## get 短语动词核心句型
- **He gets along well with everyone.** / **He's getting along better now.** 他跟谁都处得好。/ 他现在处得更好了。

## 常用get短语动词
- get along with = 与...相处
- get through = 度过/接通
- get over = 克服/恢复
- get together = 聚在一起
- get into = 进入/陷入

## 注意
get短语动词也遵循"习惯用一般现在时，此刻或变化用进行时"的对比。",practice_foundation-present-continuous_have与get_get短语动词
