scene_title,topic_title,word,meaning,part_of_speech,phonetic_us,phonetic_uk,difficulty,description,examples_json,sort_order
基础④·Yes/No问句,过去疑问句,yet,还/已经,adv,/jet/,/jet/,L1,还。用于疑问句或否定。,"[{"en":"Did you eat yet?","zh":"你吃了吗？"}]",7
基础④·Yes/No问句,过去疑问句,once,一次,adv,/wʌns/,/wʌns/,L1,一次。once a week。,"[{"en":"Did you go there once?","zh":"你去过一次吗？"}]",8
基础④·Yes/No问句,过去疑问句,twice,两次,adv,/twaɪs/,/twaɪs/,L1,两次。twice a day。,"[{"en":"Did you call twice?","zh":"你打了两次吗？"}]",9
基础④·Yes/No问句,过去疑问句,ever,曾经,adv,/ˈevər/,/ˈevə/,L1,曾经。Have you ever...?,"[{"en":"Did you ever go there?","zh":"你曾经去过那里吗？"}]",10
基础④·Wh-问句,6W问句,what,什么,pron,/wʌt/,/wɒt/,L1,疑问词。What is this?,"[{"en":"What is your name?","zh":"你叫什么名字？"}]",0
基础④·Wh-问句,6W问句,where,哪里,adv,/wer/,/weə/,L1,疑问词。Where is...?,"[{"en":"Where is the bathroom?","zh":"洗手间在哪里？"}]",1
基础④·Wh-问句,6W问句,when,什么时候,adv,/wen/,/wen/,L1,疑问词。When do you...?,"[{"en":"When do you get up?","zh":"你几点起床？"}]",2
基础④·Wh-问句,6W问句,why,为什么,adv,/waɪ/,/waɪ/,L1,疑问词。Why are you...?,"[{"en":"Why are you late?","zh":"你为什么迟到？"}]",3
基础④·Wh-问句,6W问句,which,哪个,pron,/wɪtʃ/,/wɪtʃ/,L1,疑问词。Which one?,"[{"en":"Which one is yours?","zh":"哪个是你的？"}]",4
基础④·Wh-问句,6W问句,person,人,noun,/ˈpɜːrsən/,/ˈpɜːsən/,L1,人。Who question answers。,"[{"en":"Who is that person?","zh":"那个人是谁？"}]",5
基础④·Wh-问句,6W问句,place,地方,noun,/pleɪs/,/pleɪs/,L1,地方。Where question answers。,"[{"en":"What place is that?","zh":"那是什么地方？"}]",6
基础④·Wh-问句,6W问句,time,时间,noun,/taɪm/,/taɪm/,L1,时间。When question answers。,"[{"en":"What time do you get up?","zh":"你几点起床？"}]",7
基础④·Wh-问句,6W问句,reason,原因,noun,/ˈriːzən/,/ˈriːzən/,L1,原因。Why question answers。,"[{"en":"What is the reason?","zh":"原因是什么？"}]",8
基础④·Wh-问句,6W问句,way,方式/路,noun,/weɪ/,/weɪ/,L1,方式。this way。which way。,"[{"en":"Which way is the station?","zh":"车站怎么走？"}]",9
基础④·Wh-问句,6W问句,thing,东西/事情,noun,/θɪŋ/,/θɪŋ/,L1,东西。What is that thing?,"[{"en":"What is this thing?","zh":"这个东西是什么？"}]",10
基础④·Wh-问句,6W问句,each,每个,adj/pron,/iːtʃ/,/iːtʃ/,L1,每个。each one。,"[{"en":"Which one to choose? Each is good.","zh":"选哪个？每个都好。"}]",11
基础④·Wh-问句,6W问句,both,两者都,adj/pron,/boʊθ/,/bəʊθ/,L1,（两者）都。,"[{"en":"Which one? Both are fine.","zh":"哪个？两个都行。"}]",12
基础④·Wh-问句,6W问句,type,类型,noun,/taɪp/,/taɪp/,L1,类型。What type?,"[{"en":"What type of music do you like?","zh":"你喜欢什么类型的音乐？"}]",13
基础④·Wh-问句,6W问句,none,没有任何,pron,/nʌn/,/nʌn/,L1,一个都没有。,"[{"en":"Which one? None of them.","zh":"哪个？一个都不要。"}]",14
基础④·Wh-问句,What与Who详细问,whose,谁的,pron,/huːz/,/huːz/,L1,所有格疑问词。Whose...?,"[{"en":"Whose book is this?","zh":"这是谁的书？"}]",0
基础④·Wh-问句,What与Who详细问,because,因为,conj,/bɪˈkɔːz/,/bɪˈkɒz/,L1,因果关系连接词。,"[{"en":"Because I was sick.","zh":"因为我生病了。"}]",1
基础④·Wh-问句,What与Who详细问,happen,发生,verb,/ˈhæpən/,/ˈhæpən/,L1,发生。What happened?,"[{"en":"What happened to you?","zh":"你怎么了？"}]",2
基础④·Wh-问句,What与Who详细问,matter,事情/要紧,noun/verb,/ˈmætər/,/ˈmætə/,L1,事情。What's the matter?,"[{"en":"What's the matter with him?","zh":"他怎么了？"}]",3
基础④·Wh-问句,What与Who详细问,problem,问题/麻烦,noun,/ˈprɑːbləm/,/ˈprɒbləm/,L1,问题。What's the problem?,"[{"en":"What is the problem here?","zh":"这里有什么问题？"}]",4
基础④·Wh-问句,What与Who详细问,news,新闻/消息,noun,/nuːz/,/njuːz/,L1,新闻。What's the news?,"[{"en":"What is the news today?","zh":"今天有什么新闻？"}]",5
基础④·Wh-问句,What与Who详细问,idea,想法,noun,/aɪˈdiːə/,/aɪˈdɪə/,L1,想法。good idea。,"[{"en":"What is your idea?","zh":"你有什么想法？"}]",6
基础④·Wh-问句,What与Who详细问,favorite,最喜欢的,adj,/ˈfeɪvərɪt/,/ˈfeɪvərɪt/,L1,最喜欢的。What's your favorite...?,"[{"en":"What is your favorite food?","zh":"你最喜欢的食物是什么？"}]",7
基础④·Wh-问句,What与Who详细问,belong,属于,verb,/bɪˈlɔːŋ/,/bɪˈlɒŋ/,L1,属于。Who does this belong to?,"[{"en":"Who does this bag belong to?","zh":"这个包是谁的？"}]",8
基础④·Wh-问句,What与Who详细问,someone,某人,pron,/ˈsʌmwʌn/,/ˈsʌmwʌn/,L1,某人。someone else。,"[{"en":"Is someone there?","zh":"有人在那吗？"}]",9
基础④·Wh-问句,What与Who详细问,owner,主人/所有者,noun,/ˈoʊnər/,/ˈəʊnə/,L1,主人。Who is the owner?,"[{"en":"Who is the owner of this car?","zh":"这辆车的主人是谁？"}]",10
基础④·Wh-问句,What与Who详细问,anyone,任何人,pron,/ˈeniwʌn/,/ˈeniwʌn/,L1,任何人。,"[{"en":"Is anyone home?","zh":"有人在家吗？"}]",11
基础④·How问句,数量与价格,how,如何/多么,adv,/haʊ/,/haʊ/,L1,疑问副词。How + 形容词/副词。,"[{"en":"How are you?","zh":"你好吗？"}]",0
基础④·How问句,数量与价格,many,许多(可数),adj,/ˈmeni/,/ˈmeni/,L1,与可数名词连用。How many...?,"[{"en":"How many books?","zh":"多少本书？"}]",1
基础④·How问句,数量与价格,much,许多(不可数),adj,/mʌtʃ/,/mʌtʃ/,L1,与不可数名词连用。How much...?,"[{"en":"How much is it?","zh":"多少钱？"}]",2
基础④·How问句,数量与价格,dollar,美元,noun,/ˈdɑːlər/,/ˈdɒlə/,L1,美元。,"[{"en":"How much is it? Ten dollars.","zh":"多少钱？10美元。"}]",3
基础④·How问句,数量与价格,yuan,元(人民币),noun,/juˈɑːn/,/juːˈɑːn/,L1,人民币元。,"[{"en":"How much is it? Fifty yuan.","zh":"多少钱？50元。"}]",4
基础④·How问句,数量与价格,pay,支付,verb,/peɪ/,/peɪ/,L1,支付。How much to pay?,"[{"en":"How much did you pay?","zh":"你付了多少钱？"}]",5
基础④·How问句,数量与价格,cost,花费/成本,verb/noun,/kɔːst/,/kɒst/,L1,花费。How much does it cost?,"[{"en":"How much does this shirt cost?","zh":"这件衬衫多少钱？"}]",6
基础④·How问句,数量与价格,total,总共,adj/noun,/ˈtoʊtəl/,/ˈtəʊtəl/,L1,总共。,"[{"en":"How much is the total?","zh":"总共多少钱？"}]",7
基础④·How问句,数量与价格,change,零钱/找零,noun,/tʃeɪndʒ/,/tʃeɪndʒ/,L1,找零。Here is your change。,"[{"en":"How much change do I get?","zh":"找我多少钱？"}]",8
基础④·How问句,数量与价格,cash,现金,noun,/kæʃ/,/kæʃ/,L1,现金。pay in cash。,"[{"en":"Do you have cash?","zh":"你有现金吗？"}]",9
基础④·How问句,数量与价格,receipt,收据/小票,noun,/rɪˈsiːt/,/rɪˈsiːt/,L1,收据。,"[{"en":"Can I have a receipt?","zh":"能给我收据吗？"}]",10
基础④·How问句,数量与价格,discount,折扣,noun,/ˈdɪskaʊnt/,/ˈdɪskaʊnt/,L1,折扣。any discount?,"[{"en":"Is there a discount?","zh":"有折扣吗？"}]",11
基础④·How问句,数量与价格,amount,数量/金额,noun,/əˈmaʊnt/,/əˈmaʊnt/,L1,数量。a large amount。,"[{"en":"How much is the amount?","zh":"金额是多少？"}]",12
基础④·How问句,频率与方式,often,经常,adv,/ˈɔːfən/,/ˈɒfən/,L1,频率副词。How often = 多久一次。,"[{"en":"How often do you exercise?","zh":"你多久锻炼一次？"}]",0
基础④·How问句,频率与方式,about,关于/大约,prep/adv,/əˈbaʊt/,/əˈbaʊt/,L1,How about...? = ...怎么样？,"[{"en":"How about some coffee?","zh":"来点咖啡怎么样？"}]",1
基础④·How问句,频率与方式,feel,感觉,verb,/fiːl/,/fiːl/,L1,感觉。How do you feel?,"[{"en":"How do you feel today?","zh":"你今天感觉怎么样？"}]",2
基础④·How问句,频率与方式,fast,快的,adj/adv,/fæst/,/fɑːst/,L1,快的。How fast?,"[{"en":"How fast can you run?","zh":"你能跑多快？"}]",3
基础④·How问句,频率与方式,slow,慢的,adj,/sloʊ/,/sləʊ/,L1,慢的。,"[{"en":"How slow is it?","zh":"有多慢？"}]",4
基础④·How问句,频率与方式,well,好地/健康的,adv/adj,/wel/,/wel/,L1,好。Well done。,"[{"en":"How well do you know him?","zh":"你对他有多了解？"}]",5
基础④·How问句,频率与方式,better,更好的,adj/adv,/ˈbetər/,/ˈbetə/,L1,更好的。better than。,"[{"en":"How can I feel better?","zh":"我怎么能感觉好点？"}]",6
基础④·How问句,频率与方式,carefully,小心地,adv,/ˈkerfəli/,/ˈkeəfəli/,L1,小心地。,"[{"en":"How to do it carefully?","zh":"怎样小心地做？"}]",7
基础④·How问句,频率与方式,quickly,快速地,adv,/ˈkwɪkli/,/ˈkwɪkli/,L1,快速地。quickly run。,"[{"en":"How quickly can you finish?","zh":"你能多快完成？"}]",8
基础④·How问句,频率与方式,slowly,慢慢地,adv,/ˈsloʊli/,/ˈsləʊli/,L1,慢慢地。Please speak slowly。,"[{"en":"Can you speak slowly?","zh":"你能说慢点吗？"}]",9
基础·日常高频短语,常用动词短语,forget,忘记,verb,/fərˈɡet/,/fəˈɡet/,L1,忘记。Don't forget。,"[{"en":"Did you forget my name?","zh":"你忘了我的名字吗？"}]",0
基础·日常高频短语,常用动词短语,remember,记住,verb,/rɪˈmembər/,/rɪˈmembə/,L1,记住。remember to do。,"[{"en":"Do you remember me?","zh":"你记得我吗？"}]",1
基础·日常高频短语,常用动词短语,decide,决定,verb,/dɪˈsaɪd/,/dɪˈsaɪd/,L1,决定。decide to do。,"[{"en":"Can you decide now?","zh":"你能现在决定吗？"}]",2
基础·日常高频短语,常用动词短语,choose,选择,verb,/tʃuːz/,/tʃuːz/,L1,选择。choose one。,"[{"en":"Which one did you choose?","zh":"你选了哪个？"}]",3
基础·日常高频短语,常用动词短语,agree,同意,verb,/əˈɡriː/,/əˈɡriː/,L1,同意。agree with。,"[{"en":"Do you agree with me?","zh":"你同意我吗？"}]",4
基础·日常高频短语,常用动词短语,prepare,准备,verb,/prɪˈper/,/prɪˈpeə/,L1,准备。prepare for。,"[{"en":"Did you prepare for the test?","zh":"你为考试做准备了吗？"}]",5
基础·日常高频短语,常用动词短语,finish,完成,verb,/ˈfɪnɪʃ/,/ˈfɪnɪʃ/,L1,完成。finish doing。,"[{"en":"Did you finish your homework?","zh":"你完成作业了吗？"}]",6
基础·日常高频短语,常用动词短语,start,开始,verb,/stɑːrt/,/stɑːt/,L1,开始。start to do。,"[{"en":"When did you start working here?","zh":"你什么时候开始在这工作的？"}]",7
基础·日常高频短语,常用动词短语,bring,带来,verb,/brɪŋ/,/brɪŋ/,L1,带来。bring to。,"[{"en":"Can you bring me some water?","zh":"你能给我带点水吗？"}]",8
基础·日常高频短语,常用动词短语,pick up,捡起/接,phrasal verb,/pɪk ʌp/,/pɪk ʌp/,L1,捡起。pick up the phone。,"[{"en":"Can you pick up the phone?","zh":"你能接一下电话吗？"}]",9
基础·日常高频短语,情景常用语,luck,运气,noun,/lʌk/,/lʌk/,L1,运气。Good luck!,"[{"en":"Do you believe in luck?","zh":"你相信运气吗？"}]",0
基础·日常高频短语,情景常用语,fun,乐趣,adj/noun,/fʌn/,/fʌn/,L1,有趣的。Have fun!,"[{"en":"Did you have fun?","zh":"你玩得开心吗？"}]",1
基础·日常高频短语,情景常用语,care,关心/保重,verb/noun,/ker/,/keə/,L1,关心。Take care!,"[{"en":"Do you care about him?","zh":"你关心他吗？"}]",2
基础·日常高频短语,情景常用语,worry,担心,verb,/ˈwɜːri/,/ˈwʌri/,L1,担心。Don't worry。,"[{"en":"Why do you worry so much?","zh":"你为什么这么担心？"}]",3
基础·日常高频短语,情景常用语,congratulations,祝贺,exclamation,/kənˌɡrætʃəˈleɪʃənz/,/kənˌɡrætʃəˈleɪʃənz/,L1,恭喜！,"[{"en":"Congratulations on your new job!","zh":"恭喜你找到新工作！"}]",4
基础·日常高频短语,情景常用语,hope,希望,verb/noun,/hoʊp/,/həʊp/,L1,希望。I hope so。,"[{"en":"Do you hope to go abroad?","zh":"你希望出国吗？"}]",5
基础·日常高频短语,情景常用语,wish,祝愿/愿望,verb/noun,/wɪʃ/,/wɪʃ/,L1,祝愿。Best wishes。,"[{"en":"What do you wish for?","zh":"你许了什么愿？"}]",6
基础·日常高频短语,情景常用语,mind,介意,verb/noun,/maɪnd/,/maɪnd/,L1,介意。Do you mind?,"[{"en":"Do you mind if I sit here?","zh":"你介意我坐这吗？"}]",7
基础·日常高频短语,情景常用语,wonderful,精彩的,adj,/ˈwʌndərfəl/,/ˈwʌndəfəl/,L1,精彩的。wonderful time。,"[{"en":"Is your trip wonderful?","zh":"你的旅行精彩吗？"}]",8
基础·日常高频短语,情景常用语,great,很棒的,adj,/ɡreɪt/,/ɡreɪt/,L1,很棒的。That's great!,"[{"en":"Is the food great there?","zh":"那里的食物很棒吗？"}]",9
基础·电话与应急,电话用语,speaking,正在通话/我就是,verb/noun,/ˈspiːkɪŋ/,/ˈspiːkɪŋ/,L1,This is Tom speaking。,"[{"en":"Who is speaking?","zh":"你是哪位？"}]",0
基础·电话与应急,电话用语,hold on,稍等,phrasal verb,/hoʊld ɑːn/,/həʊld ɒn/,L1,等一下。Hold on a moment。,"[{"en":"Can you hold on a second?","zh":"你能稍等一下吗？"}]",1
基础·电话与应急,电话用语,line,线路/电话线,noun,/laɪn/,/laɪn/,L1,电话线路。The line is busy。,"[{"en":"Is the line clear?","zh":"线路通吗？"}]",2
基础·电话与应急,电话用语,signal,信号,noun,/ˈsɪɡnəl/,/ˈsɪɡnəl/,L1,信号。no signal。,"[{"en":"Is there a signal there?","zh":"那里有信号吗？"}]",3
基础·电话与应急,电话用语,battery,电池,noun,/ˈbætəri/,/ˈbætəri/,L1,电池。low battery。,"[{"en":"Is your battery low?","zh":"你电池快没电了吗？"}]",4
基础·电话与应急,电话用语,voice,声音,noun,/vɔɪs/,/vɔɪs/,L1,声音。voice message。,"[{"en":"Can you hear my voice?","zh":"你能听到我的声音吗？"}]",5
基础·电话与应急,电话用语,hear,听到,verb,/hɪr/,/hɪə/,L1,听到。Can you hear me?,"[{"en":"Do you hear me clearly?","zh":"你能听清我吗？"}]",6
基础·电话与应急,电话用语,speak,说话,verb,/spiːk/,/spiːk/,L1,说话。speak to someone。,"[{"en":"Can I speak to Mary?","zh":"我能和玛丽通话吗？"}]",7
基础·电话与应急,电话用语,soon,很快,adv,/suːn/,/suːn/,L1,很快。see you soon。,"[{"en":"Can you call back soon?","zh":"你能尽快回电话吗？"}]",8
基础·电话与应急,电话用语,later,稍后,adv,/ˈleɪtər/,/ˈleɪtə/,L1,稍后。later today。,"[{"en":"Can I call you later?","zh":"我稍后打给你好吗？"}]",9
基础·电话与应急,电话用语,leave,离开/留下,verb,/liːv/,/liːv/,L1,留下。leave a message。,"[{"en":"Can I leave a message?","zh":"我能留个言吗？"}]",10
基础·电话与应急,电话用语,miss,错过/想念,verb,/mɪs/,/mɪs/,L1,错过。miss a call。,"[{"en":"Did I miss your call?","zh":"我错过你的电话了吗？"}]",11
基础·电话与应急,电话用语,dial,拨号,verb,/ˈdaɪəl/,/ˈdaɪəl/,L1,拨号。dial the number。,"[{"en":"What number should I dial?","zh":"我应该拨什么号码？"}]",12
基础·电话与应急,紧急求助,emergency,紧急情况,noun,/iˈmɜːrdʒənsi/,/iˈmɜːdʒənsi/,L1,紧急情况。,"[{"en":"Call me in an emergency.","zh":"紧急情况给我打电话。"}]",0
基础·电话与应急,紧急求助,ambulance,救护车,noun,/ˈæmbjələns/,/ˈæmbjələns/,L1,救护车。,"[{"en":"Please call an ambulance!","zh":"请叫救护车！"}]",1
基础·电话与应急,紧急求助,passport,护照,noun,/ˈpæspɔːrt/,/ˈpæspɔːt/,L1,护照。,"[{"en":"I lost my passport.","zh":"我丢了护照。"}]",2
基础·电话与应急,紧急求助,police,警察,noun,/pəˈliːs/,/pəˈliːs/,L1,警察。Call the police!,"[{"en":"Did you call the police?","zh":"你报警了吗？"}]",3
基础·电话与应急,紧急求助,fire,火/火灾,noun,/ˈfaɪər/,/ˈfaɪə/,L1,火灾。fire station。,"[{"en":"Is there a fire?","zh":"有着火吗？"}]",4
基础·电话与应急,紧急求助,accident,事故,noun,/ˈæksɪdənt/,/ˈæksɪdənt/,L1,事故。car accident。,"[{"en":"Did you see the accident?","zh":"你看到事故了吗？"}]",5
基础·电话与应急,紧急求助,hurt,受伤/疼,verb/adj,/hɜːrt/,/hɜːt/,L1,受伤。Are you hurt?,"[{"en":"Where does it hurt?","zh":"哪里疼？"}]",6
基础·电话与应急,紧急求助,sick,生病的,adj,/sɪk/,/sɪk/,L1,生病的。feel sick。,"[{"en":"Are you feeling sick?","zh":"你感觉不舒服吗？"}]",7
基础·电话与应急,紧急求助,lost,迷路的/丢失的,adj,/lɔːst/,/lɒst/,L1,迷路的。get lost。,"[{"en":"Are you lost?","zh":"你迷路了吗？"}]",8
基础·电话与应急,紧急求助,stolen,被偷的,adj,/ˈstoʊlən/,/ˈstəʊlən/,L1,被偷的。was stolen。,"[{"en":"Was your wallet stolen?","zh":"你的钱包被偷了吗？"}]",9
基础·电话与应急,紧急求助,wallet,钱包,noun,/ˈwɑːlɪt/,/ˈwɒlɪt/,L1,钱包。,"[{"en":"I lost my wallet.","zh":"我丢了钱包。"}]",10
基础·电话与应急,紧急求助,nearby,附近的,adj/adv,/ˌnɪrˈbaɪ/,/ˌnɪəˈbaɪ/,L1,附近的。nearby hospital。,"[{"en":"Is there a hospital nearby?","zh":"附近有医院吗？"}]",11
基础·电话与应急,紧急求助,address,地址,noun,/ˈædres/,/əˈdres/,L1,地址。home address。,"[{"en":"What is your address?","zh":"你的地址是什么？"}]",12
