scene_title,topic_title,pattern,meaning,slots,example,difficulty,sort_order
基础⑧·举例与补充,for example 举例,"I like ___. For example, I ___.",我喜欢运动。比如，我打篮球。,sports / play basketball / music / listen to pop / movies / watch comedies,"I like sports. For example, I play basketball.",L2,26
基础⑧·举例与补充,also/too 补充,"He/She is ___. Also, he/she is ___.",她很善良。而且，她非常勤奋。,kind / hardworking / smart / funny / tall / strong / rich / generous,"She is kind. Also, she is very hardworking.",L2,27
基础⑧·举例与补充,also/too 补充,"I ___. He/She ___, too.",我喜欢咖啡。他也喜欢咖啡。,like coffee / likes coffee / play guitar / plays guitar / am from Beijing / is from Beijing,"I like coffee. He likes coffee, too.",L2,28
基础⑧·举例与补充,also/too 补充,"I don't ___. I don't ___, either.",我不喜欢咖啡。我也不喜欢茶。,eat meat / eat fish / drink alcohol / smoke / like loud music / like cold weather,"I don't like coffee. I don't like tea, either.",L2,29
基础⑧·举例与补充,besides 递进,"It's a ___. What's more, ___.",这家餐厅不错。而且，价格也实惠。,good movie / it's free / nice hotel / it's near the beach / fun game / it's easy to learn,"It's a nice restaurant. What's more, the prices are good.",L2,30
基础⑧·综合叙事,多步骤叙事,"First, I ___. Then, I ___. After that, I ___.",首先，我起床。然后，我洗澡。之后，我吃早餐。,get up / take a shower / eat breakfast / do homework / watch TV / go to bed,"First, I get up. Then, I take a shower. After that, I eat breakfast.",L2,31
基础⑧·举例与补充,对话衔接词,"I went to ___. Next, I went to ___. Finally, ___.",我去了超市。接着，去了银行。最后，回家了。,the supermarket / the bank / went home / the park / the library / went to a café,"I went to the supermarket. Next, I went to the bank. Finally, I went home.",L2,32
基础⑧·并列与转折,but 转折连接,"At first, ___. But later, ___.",起初，我不喜欢。但后来，我开始喜欢了。,I didn't like the job / I started to enjoy it / it was hard / it became easy,"At first, I didn't like the job. But later, I started to enjoy it.",L2,33
基础⑧·时间与顺序,before/after 前后,"Before you ___, please ___.",在你离开之前，请关灯。,leave / turn off the lights / go / lock the door / sleep / brush your teeth,"Before you leave, please turn off the lights.",L2,34
基础⑧·时间与顺序,before/after 前后,"After you ___, let me know. Then ___.",你做完之后告诉我。然后我们可以一起去。,finish / we can go together / arrive / we can meet / decide / I'll book it,"After you finish, let me know. Then we can go together.",L2,35
基础⑧·举例与补充,对话衔接词,"Well, I think ___.",嗯，我觉得这是个好主意。,it's a good idea / it depends / I'm not sure,"Well, I think it's a good idea.",L2,36
基础⑧·举例与补充,对话衔接词,"Actually, I ___.",其实，我不喜欢咖啡。我更喜欢茶。,don't like coffee / prefer tea / changed my mind / am from Beijing,"Actually, I don't like coffee. I prefer tea.",L2,37
基础⑧·举例与补充,对话衔接词,"By the way, ___.",顺便问一下，你听说那个派对了吗？,did you hear about the party / I saw your brother yesterday,"By the way, did you hear about the party?",L2,38
基础⑧·举例与补充,对话衔接词,"Anyway, ___.",不管怎样，我们回到正题吧。,let's get back to the topic / I have to go now,"Anyway, let's get back to the topic.",L2,39
基础⑧·举例与补充,总结表达,"I wanted to ___, but ___, so I ___.",用于“总结表达”的表达句型。,go out / it rained / stayed home / call you / you were busy / texted you,"I wanted to go out, but it started to rain, so I stayed home.",L2,40
基础⑧·举例与补充,总结表达,"When I ___, I was ___ because ___.",我到家时特别饿，因为没吃午饭。,got home / really hungry / I didn't eat lunch / saw her / happy / she passed the test,"When I got home, I was really hungry because I didn't eat lunch.",L2,41
基础⑧·举例与补充,总结表达,"First, I ___. After that, I ___. Then, I ___ because ___.",用于“总结表达”的表达句型。,went to the museum / had lunch / walked in the park / the weather was nice,"First, we went to the museum. After that, we had lunch. Then, we walked around.",L2,42
基础⑧·综合叙事,多步骤叙事,"First, I ___ and ___. Then, I ___ and ___. After that, I ___.",用于“多步骤叙事”的表达句型。,went to the store / bought food / came home / cooked dinner / ate and watched TV,"First, I went to the store and bought food. Then, I came home and cooked dinner.",L2,43
