scene_title,topic_title,pattern,meaning,slots,example,difficulty,sort_order
口语万能造句：50 个高频句式,04 礼貌请求,Could you [verb]?,你能……吗？,"[{""hint"":""动词原形"",""name"":""verb"",""examples"":[""help me"",""speak slower"",""send it again""]}]",Could you help me with this?,L1,1
口语万能造句：50 个高频句式,04 礼貌请求,Could I have [noun]?,我能要……吗？,"[{""hint"":""物品、食物或信息"",""name"":""noun"",""examples"":[""some water"",""the bill"",""your email address""]}]","Could I have some water, please?",L1,2
口语万能造句：50 个高频句式,04 礼貌请求,Would you mind [V-ing]?,你介意……吗？,"[{""hint"":""动名词"",""name"":""V-ing"",""examples"":[""opening the window"",""waiting a minute"",""taking a photo""]}]",Would you mind opening the window?,L1,3
口语万能造句：50 个高频句式,05 主动帮忙与回应,Let me [verb].,让我来……。,"[{""hint"":""动词原形"",""name"":""verb"",""examples"":[""help you"",""check"",""get the door""]}]",Let me help you with those bags.,L1,0
口语万能造句：50 个高频句式,05 主动帮忙与回应,Do you want me to [verb]?,你要不要我……？,"[{""hint"":""动词原形"",""name"":""verb"",""examples"":[""come with you"",""carry that"",""save you a seat""]}]",Do you want me to come with you?,L1,1
口语万能造句：50 个高频句式,05 主动帮忙与回应,Can I help you with [noun]?,我能帮你处理……吗？,"[{""hint"":""任务或麻烦"",""name"":""noun"",""examples"":[""your homework"",""the boxes"",""the form""]}]",Can I help you with the boxes?,L1,2
口语万能造句：50 个高频句式,06 聊兴趣与经历,What do you think about [noun]?,你觉得……怎么样？,"[{""hint"":""人、事、物或计划"",""name"":""noun"",""examples"":[""this place"",""the new update"",""going by train""]}]",What do you think about this place?,L1,0
口语万能造句：50 个高频句式,06 聊兴趣与经历,How do you feel about [noun / V-ing]?,你对……感觉怎么样？,"[{""hint"":""事情、计划或做法"",""name"":""noun / V-ing"",""examples"":[""the plan"",""working from home"",""meeting earlier""]}]",How do you feel about the plan?,L1,1
口语万能造句：50 个高频句式,06 聊兴趣与经历,Have you ever [past participle]?,你有没有……过？,"[{""hint"":""过去分词"",""name"":""past participle"",""examples"":[""tried this"",""been there"",""met someone famous""]}]",Have you ever tried this dish?,L1,2
口语万能造句：50 个高频句式,06 聊兴趣与经历,Are you up for [noun / V-ing]?,你想不想……？/ 你有兴趣……吗？,"[{""hint"":""活动、食物或计划"",""name"":""noun / V-ing"",""examples"":[""coffee"",""getting lunch"",""a walk""]}]",Are you up for coffee later?,L1,3
口语万能造句：50 个高频句式,07 发出邀请与约时间,Do you want to [verb]?,你想不想……？,"[{""hint"":""动词原形"",""name"":""verb"",""examples"":[""come with us"",""grab lunch"",""watch a movie""]}]",Do you want to come with us?,L1,0
口语万能造句：50 个高频句式,07 发出邀请与约时间,Why don't we [verb]?,我们不如……吧？,"[{""hint"":""动词原形"",""name"":""verb"",""examples"":[""go now"",""split it"",""try somewhere else""]}]",Why don't we go now before it gets busy?,L1,1
口语万能造句：50 个高频句式,07 发出邀请与约时间,Are you free [time]?,你……有空吗？,"[{""hint"":""具体时间"",""name"":""time"",""examples"":[""tomorrow"",""this afternoon"",""after six""]}]",Are you free tomorrow?,L1,2
口语万能造句：50 个高频句式,08 听不懂时怎么问,What do you mean by [word / that]?,你说的……是什么意思？,"[{""hint"":""一个词、短语或 that"",""name"":""word / that"",""examples"":[""“flexible”"",""that"",""“on the house”""]}]",What do you mean by “flexible”?,L1,0
口语万能造句：50 个高频句式,08 听不懂时怎么问,I'm not sure if [clause].,我不太确定是否……。,"[{""hint"":""完整从句"",""name"":""clause"",""examples"":[""I heard you right"",""this is the right bus"",""we need a reservation""]}]",I'm not sure if I heard you right.,L1,1
口语万能造句：50 个高频句式,08 听不懂时怎么问,Could you say that again?,你能再说一遍吗？,[],"Sorry, could you say that again?",L1,2
口语万能造句：50 个高频句式,09 表示同意与保留意见,I agree with [someone / that].,我同意……。,"[{""hint"":""人名、代词或观点"",""name"":""someone / that"",""examples"":[""you"",""her"",""that idea""]}]",I agree with you.,L1,0
口语万能造句：50 个高频句式,09 表示同意与保留意见,"I see what you mean, but [clause].",我明白你的意思，不过……。,"[{""hint"":""完整从句"",""name"":""clause"",""examples"":[""it's too expensive"",""I'm still worried"",""we need more time""]}]","I see what you mean, but it's a little expensive.",L1,1
口语万能造句：50 个高频句式,09 表示同意与保留意见,It depends on [noun].,这取决于……。,"[{""hint"":""条件、情况或对象"",""name"":""noun"",""examples"":[""the weather"",""your budget"",""what you need""]}]",It depends on the weather.,L1,2
口语万能造句：50 个高频句式,10 自然反应与共情,That sounds [adjective].,听起来很……。,"[{""hint"":""感受类形容词"",""name"":""adjective"",""examples"":[""great"",""stressful"",""fun""]}]",That sounds great!,L1,0
口语万能造句：50 个高频句式,10 自然反应与共情,I can't believe [clause].,我真不敢相信……。,"[{""hint"":""完整从句"",""name"":""clause"",""examples"":[""you got the job"",""it is already Friday"",""we made it""]}]",I can't believe you got the job!,L1,1
口语万能造句：50 个高频句式,10 自然反应与共情,I'm glad [clause].,我很高兴……。,"[{""hint"":""完整从句"",""name"":""clause"",""examples"":[""you are okay"",""it worked out"",""we talked""]}]",I'm glad you're okay.,L1,2
口语万能造句：50 个高频句式,11 生活小故障,Something's wrong with [thing].,……出问题了。,"[{""hint"":""设备、物品或服务"",""name"":""thing"",""examples"":[""my phone"",""the Wi-Fi"",""the air conditioner""]}]",Something's wrong with my phone.,L1,0
口语万能造句：50 个高频句式,11 生活小故障,[Thing] isn't working.,……不能用了 / 不工作。,"[{""hint"":""设备、功能或物品"",""name"":""Thing"",""examples"":[""My card"",""The elevator"",""The link""]}]",My card isn't working.,L1,1
口语万能造句：50 个高频句式,11 生活小故障,I can't find [thing].,我找不到……。,"[{""hint"":""物品、地点或信息"",""name"":""thing"",""examples"":[""my keys"",""the station"",""the confirmation email""]}]",I can't find my keys.,L1,2
口语万能造句：50 个高频句式,12 工作学习进度,I'm working on [noun].,我正在做……。,"[{""hint"":""项目、作业或任务"",""name"":""noun"",""examples"":[""a report"",""my presentation"",""a side project""]}]",I'm working on a report right now.,L1,0
口语万能造句：50 个高频句式,12 工作学习进度,I'm having trouble [V-ing].,我在……上有困难。,"[{""hint"":""动名词"",""name"":""V-ing"",""examples"":[""logging in"",""understanding this"",""staying focused""]}]",I'm having trouble logging in.,L1,1
口语万能造句：50 个高频句式,12 工作学习进度,I'm supposed to [verb].,我应该…… / 按理我得……。,"[{""hint"":""动词原形"",""name"":""verb"",""examples"":[""send it today"",""meet them at two"",""bring my ID""]}]",I'm supposed to send it today.,L1,2
口语万能造句：50 个高频句式,12 工作学习进度,I'm done with [noun].,我做完……了 / 我不再弄……了。,"[{""hint"":""任务、物品或事情"",""name"":""noun"",""examples"":[""my homework"",""the report"",""work for today""]}]",I'm done with my homework.,L1,3
口语万能造句：50 个高频句式,13 聊过去经历,I used to [verb].,我以前常常……。,"[{""hint"":""动词原形"",""name"":""verb"",""examples"":[""live here"",""play basketball"",""drink coffee""]}]",I used to live here.,L1,0
口语万能造句：50 个高频句式,13 聊过去经历,I've just [past participle].,我刚刚……。,"[{""hint"":""过去分词"",""name"":""past participle"",""examples"":[""arrived"",""finished lunch"",""sent it""]}]",I've just arrived.,L1,1
口语万能造句：50 个高频句式,13 聊过去经历,I've never [past participle].,我从来没有……过。,"[{""hint"":""过去分词"",""name"":""past participle"",""examples"":[""tried skiing"",""been there"",""seen snow""]}]",I've never tried skiing.,L1,2
口语万能造句：50 个高频句式,14 期待与不确定的未来,I'm looking forward to [noun / V-ing].,我很期待……。,"[{""hint"":""活动、事情或动名词"",""name"":""noun / V-ing"",""examples"":[""the weekend"",""seeing you"",""my trip""]}]",I'm looking forward to the weekend.,L1,0
口语万能造句：50 个高频句式,14 期待与不确定的未来,I can't wait to [verb].,我迫不及待想……。,"[{""hint"":""动词原形"",""name"":""verb"",""examples"":[""go home"",""try it"",""see everyone""]}]",I can't wait to go home.,L1,1
口语万能造句：50 个高频句式,14 期待与不确定的未来,I'll probably [verb].,我大概会……。,"[{""hint"":""动词原形"",""name"":""verb"",""examples"":[""stay home"",""take a taxi"",""go later""]}]",I'll probably stay home tonight.,L1,2
口语万能造句：50 个高频句式,14 期待与不确定的未来,I might [verb].,我可能会……。,"[{""hint"":""动词原形"",""name"":""verb"",""examples"":[""join you"",""be late"",""change my mind""]}]",I might join you later.,L1,3
口语万能造句：50 个高频句式,15 给建议与找解决办法,You should [verb].,你应该……。,"[{""hint"":""动词原形"",""name"":""verb"",""examples"":[""get some rest"",""ask them"",""back up your files""]}]",You should get some rest.,L1,0
口语万能造句：50 个高频句式,15 给建议与找解决办法,How about [V-ing]?,……怎么样？,"[{""hint"":""动名词"",""name"":""V-ing"",""examples"":[""taking a break"",""calling them"",""trying again later""]}]",How about taking a break?,L1,1
口语万能造句：50 个高频句式,15 给建议与找解决办法,"If I were you, I would [verb].",如果我是你，我会……。,"[{""hint"":""动词原形"",""name"":""verb"",""examples"":[""wait a day"",""talk to her"",""keep it simple""]}]","If I were you, I would wait a day.",L1,2
口语万能造句：50 个高频句式,15 给建议与找解决办法,Is there a way to [verb]?,有没有办法……？,"[{""hint"":""动词原形"",""name"":""verb"",""examples"":[""change it"",""pay online"",""fix this""]}]",Is there a way to change it?,L1,3
