scene_title,topic_title,pattern,meaning,slots,example,difficulty,sort_order
日常动词用法：从会认到会用,10 放置与留下：put set leave,Put [object] in / on [place] and leave it [state].,放好物品并保持某种状态,,Put the food in the fridge and leave the door closed.,L1,0
日常动词用法：从会认到会用,10 放置与留下：put set leave,I set [device / time / rule] for [purpose].,设置设备时间或规则,,I set an alarm for six thirty.,L2,1
日常动词用法：从会认到会用,11 找与发现：find look for discover,I am looking for [thing] but I haven't found it yet.,区分寻找过程与找到结果,,I am looking for my keys but I haven't found them yet.,L1,0
日常动词用法：从会认到会用,11 找与发现：find look for discover,We discovered [new fact / place] when [event].,表达首次发现,,We discovered a quiet café when we explored the area.,L2,1
日常动词用法：从会认到会用,12 学与知道：know learn study teach,I know [fact / person] but I am learning how to [skill].,区分知道和逐渐学会,,I know the rules but I am learning how to play.,L1,0
日常动词用法：从会认到会用,12 学与知道：know learn study teach,[Person] studies [subject] and teaches [person] how to [verb].,学习学科并教授技能,,Mia studies design and teaches me how to draw.,L1,1
日常动词用法：从会认到会用,13 想与决定：think consider decide choose,I think [opinion] but I am considering [noun / V-ing].,表达观点并认真考虑,,I think it is useful but I am considering waiting.,L2,0
日常动词用法：从会认到会用,13 想与决定：think consider decide choose,We decided to [verb] and chose [option] over [option].,决定行动并选择选项,,We decided to stay and chose the train over the bus.,L2,1
日常动词用法：从会认到会用,14 尝试与成功：try manage practice,I tried to [verb] and managed to [verb].,努力尝试并最终成功,,I tried to fix it and managed to restart it.,L2,0
日常动词用法：从会认到会用,14 尝试与成功：try manage practice,Try [V-ing] and practice [V-ing].,试用一种办法并反复练习,,Try restarting it and practice speaking slowly.,L2,1
日常动词用法：从会认到会用,15 开始继续与停止,I started [V-ing] and kept [V-ing] until [event].,开始并持续做某事,,I started reading and kept reading until midnight.,L2,0
日常动词用法：从会认到会用,15 开始继续与停止,I stopped [V-ing] to [verb] and then finished [V-ing].,停止原活动去做另一事再完成,,I stopped working to eat and then finished writing the report.,L2,1
日常动词用法：从会认到会用,16 请求等待与支付：ask wait pay apply,I asked [person] for [thing] and waited for [thing / person].,请求并等待,,I asked the clerk for help and waited for a reply.,L1,0
日常动词用法：从会认到会用,16 请求等待与支付：ask wait pay apply,I paid for [thing] and applied for [position / service].,付款并提出申请,,I paid for the course and applied for a scholarship.,L2,1
日常动词用法：从会认到会用,17 关系与处理：care depend deal belong,I care about [topic] and it depends on [factor].,表达关心和取决于,,I care about quality and it depends on the materials.,L2,0
日常动词用法：从会认到会用,17 关系与处理：care depend deal belong,[Thing] belongs to [owner] and [person] deals with [problem].,表达归属和处理问题,,The account belongs to Mia and she deals with the payments.,L2,1
日常动词用法：从会认到会用,18 高频短语动词综合,Please turn [object] on / off and pick [object] up.,操作设备并拿起物品,,Please turn the light off and pick your bag up.,L1,0
日常动词用法：从会认到会用,18 高频短语动词综合,We ran out of [thing] so we worked out [solution].,用完某物后想出办法,,We ran out of milk so we worked out another recipe.,L2,1
