scene_title,title,prompt_en,prompt_zh,duration_sec,difficulty,description,knowledge_points,teaching_markdown,ink_script_key
基础⑥·讲述经历,上个周末/去年,Practice telling stories about last weekend and last year.,练习讲述上周末和去年的经历。,40,L1~L2,掌握用过去时叙述完整经历的能力。,叙事 过去时 经历 时间表达,"## 用过去时叙述经历
- Last weekend I visited my grandparents. (上周末我看望了祖父母)
- Last year I traveled to Japan. (去年我去了日本旅行)

## 时间表达
- Last weekend / Last year / Two years ago
- I lived in Shanghai two years ago.
- We moved to this city in 2018.
- I met my best friend in college.
- She started learning English when she was 10.",practice_foundation-social-express_讲述经历_上个周末去年
基础⑥·讲述经历,ago 表达,Practice using ago to express how long ago something happened.,练习用ago表达多久以前发生的事。,35,L1~L2,掌握ago用于过去时间表达。,ago 多久以前 过去 时间,"## ago 用法
- I lived in Shanghai two years ago.
- I started this job three months ago.
- I graduated one year ago.

## 结构
- 时间段 + ago
- two days / three weeks / a month / a year / a long time + ago",practice_foundation-social-express_讲述经历_ago表达
基础⑥·讲述经历,某年某事,Practice describing events in specific years or times.,练习描述某年某事。,35,L1~L2,掌握in+年份和when从句表达过去。,过去 年份 事件 时间,"## 某年某事
- We moved to this city in 2018. (我们2018年搬到了这个城市)
- I met my best friend in college. (我在大学认识了好朋友)
- She started learning English when she was 10.

## when从句
- when I was a child / when I was young / when I was in school",practice_foundation-social-express_讲述经历_某年某事
基础⑥·讲述经历,否定句 didn't,Practice past tense negative sentences with didn't.,练习过去时否定句。,35,L1,掌握didn't+动词原形结构。,否定 didn't 过去时 原形,"## 否定句
- I didn't go to school yesterday. (我昨天没去上学)
- She didn't like the movie. (她不喜欢那部电影)

## 关键规则
- didn't + 动词原形 (never 过去式)
- ❌ I didn't went. → ✅ I didn't go.",practice_foundation-social-express_讲述经历_否定句didnt
基础⑥·讲述经历,疑问句 Did,Practice past tense questions with Did.,练习过去时疑问句。,35,L1~L2,掌握Did开头的一般疑问句和Wh-疑问句。,疑问 Did 过去时 提问,"## Did 一般疑问句
- Did you have a good weekend? — Yes, I did!
- Did she call you yesterday? — No, she didn't.

## Wh-疑问句
- When did you arrive? — I arrived at 3 pm.
- Where did you go last night? — I went to a concert.
- What did you do yesterday? — I stayed home.",practice_foundation-social-express_讲述经历_疑问句Did
基础⑥·完成时入门,去过/做过,Practice using have been and have done for experiences.,练习用完成时表达去过/做过。,40,L1~L2,掌握have been to和have done的结构。,完成时 经历 去过 做过,"## 去过某地
- I have been to Beijing. (我去过北京)
- Have you ever been to Shanghai? — Yes, I have.

## 做过某事
- I have never tried hot pot. (我从来没试过火锅)
- She has seen that movie three times. (那部电影她看过三次了)
- Have you finished your homework? — Yes, I have.",practice_foundation-social-express_完成时入门_去过做过
基础⑥·完成时入门,刚刚/还没,Practice using just/already/yet with present perfect.,练习用just/already/yet与完成时搭配。,35,L1~L2,掌握just/already/yet的用法区别。,完成时 刚刚 已经 还没 yet already,"## 刚刚 (just)
- I have just arrived at the station. (我刚到车站)
- I have lost my keys! (我钥匙丢了！)

## 已经 (already)
- She has already left the office. (她已经离开办公室了)

## 还没 (yet)
- I haven't eaten lunch yet. (我还没吃午饭)
- Have you eaten yet? — No, not yet.",practice_foundation-social-express_完成时入门_刚刚还没
基础⑥·完成时入门,持续多久,Practice using for and since with present perfect.,练习用for和since表达持续多久。,35,L1~L2,掌握for+时间段和since+时间点的用法。,完成时 for since 持续多久,"## for + 时间段
- I have lived here for five years. (我在这里住了五年了)

## since + 时间点
- She has worked here since 2020. (她2020年以来一直在这里工作)

## 问多久
- How long have you been here? — For about an hour.
- How long have you worked here? — Since last year.",practice_foundation-social-express_完成时入门_持续多久
基础⑥·完成时入门,ever/never,Practice using ever and never with present perfect.,练习用ever和never与完成时搭配。,35,L1~L2,掌握ever（曾）和never（从未）在完成时中的用法。,完成时 曾经 从未 ever never,"## ever (曾)
- Have you ever been to Shanghai? — Yes, I have.
- This is the best movie I have ever seen!

## never (从未)
- I have never tried hot pot.
- She has never been abroad.

## 对比
- I have been to Japan. I went there last year. (完成时vs过去时)",practice_foundation-social-express_完成时入门_evernever
基础⑥·完成时入门,完成时混合表达,Practice mixed present perfect expressions in context.,练习完成时混合表达。,35,L1~L2,掌握完成时多种用法混合表达。,完成时 混合 表达 综合,"## 综合表达
- I have been to Japan. I went there last year.
- This is the best movie I have ever seen!
- I have lived here for five years.
- She has already left.
- Have you finished yet?

## 对比
- 过去时：I went last year. (强调时间)
- 完成时：I have been. (强调经历)",practice_foundation-social-express_完成时入门_完成时混合表达
基础⑥·过去与现在对比,回忆过去,Practice recalling past memories and experiences.,练习回忆过去的经历和时光。,40,L1~L2,掌握回忆过去的表达方式。,回忆 过去 记忆 remember,"## 回忆过去
- I remember when I was a child, I played outside every day.
- Those were the good old days.

## 回忆短语
- I remember when / I recall / back in the day
- When I was young / when I was a kid / in the old days",practice_foundation-social-express_过去与现在对比_回忆过去
基础⑥·过去与现在对比,过去vs现在习惯,Practice comparing past and present habits using used to.,练习用used to对比过去和现在的习惯。,35,L1~L2,掌握used to表达过去习惯的用法。,used to 过去习惯 现在对比,"## used to 表达
- I used to play the piano, but now I don't.
- She used to have long hair, but now she has short hair.
- I didn't use to like vegetables, but now I love them.
- Did you use to live here? — Yes, I did.",practice_foundation-social-express_过去与现在对比_过去vs现在习惯
基础⑥·过去与现在对比,生活变化,Practice talking about life changes and personal growth.,练习谈论生活的变化和成长。,35,L1~L2,掌握描述个人变化的表达。,生活 变化 成长 改变,"## 生活变化
- I have changed a lot since then. (从那时起我变了很多)
- Things have changed so much in the past ten years. (过去十年变化太大了)

## 变化表达
- I have grown / learned / improved / matured
- Everything is different now.
- Looking back, I realize how much I have grown.",practice_foundation-social-express_过去与现在对比_生活变化
基础⑥·过去与现在对比,今昔对比,Practice comparing the past with the present.,练习对比今昔的变化。,35,L1~L2,掌握今昔对比的表达方式。,今昔对比 过去 现在 变化,"## 今昔对比
- Life was simpler before. Now everything is so fast.
- When I was young, I stayed up late. Now I go to bed early.
- I always watched TV after school when I was a kid.

## 对比结构
- [过去] was/were/used to... [现在] now/these days...
- There used to be a park here, but now it's a shopping mall.",practice_foundation-social-express_过去与现在对比_今昔对比
基础⑥·过去与现在对比,used to表达,Practice using used to for past habits and states.,练习used to的各种用法。,40,L1~L2,全面掌握used to的肯定否定疑问形式。,used to 过去习惯 肯定 否定 疑问,"## used to 肯定
- I used to play the piano.
- There used to be a park here.

## used to 否定
- I didn't use to like vegetables.
- She didn't use to be so outgoing.

## used to 疑问
- Did you use to live here? — Yes, I did.
- Did you use to play soccer?

## 辨析
- I used to think this was difficult, but now I know it's easy.
- Looking back, I realize how much I have grown.",practice_foundation-social-express_过去与现在对比_usedto表达
