scene_title,topic_title,word,meaning,part_of_speech,phonetic_us,phonetic_uk,difficulty,description,examples_json,sort_order
基础⑥·讲述经历,上个周末/去年,moment,时刻,noun,/ˈmoʊmənt/,/ˈməʊmənt/,L1,时刻。a special moment。,"[{"en":"It was a wonderful moment.","zh":"那是一个美妙的时刻。"}]",10
基础⑥·讲述经历,上个周末/去年,surprise,惊喜,noun/verb,/sərˈpraɪz/,/səˈpraɪz/,L1,惊喜。a big surprise。,"[{"en":"They gave me a big surprise.","zh":"他们给了我一个大惊喜。"}]",11
基础⑥·讲述经历,否定和疑问,deny,否认,verb,/dɪˈnaɪ/,/dɪˈnaɪ/,L1,否认。denied doing。,"[{"en":"He denied breaking the window.","zh":"他否认打破了窗户。"}]",0
基础⑥·讲述经历,否定和疑问,admit,承认,verb,/ədˈmɪt/,/ədˈmɪt/,L1,承认。admitted it。,"[{"en":"She admitted she was wrong.","zh":"她承认她错了。"}]",1
基础⑥·讲述经历,否定和疑问,doubt,怀疑,verb/noun,/daʊt/,/daʊt/,L1,怀疑。I doubt it。,"[{"en":"I doubt that story is true.","zh":"我怀疑那个故事是真的。"}]",2
基础⑥·讲述经历,否定和疑问,truth,真相,noun,/truːθ/,/truːθ/,L1,真相。tell the truth。,"[{"en":"Tell me the truth.","zh":"告诉我真相。"}]",3
基础⑥·讲述经历,否定和疑问,lie,谎言/撒谎,noun/verb,/laɪ/,/laɪ/,L1,谎言。tell a lie。,"[{"en":"He told a lie yesterday.","zh":"他昨天撒了谎。"}]",4
基础⑥·讲述经历,否定和疑问,wonder,想知道/好奇,verb,/ˈwʌndər/,/ˈwʌndə/,L1,想知道。I wonder why。,"[{"en":"I wonder what happened.","zh":"我想知道发生了什么。"}]",5
基础⑥·讲述经历,否定和疑问,actually,实际上,adv,/ˈæktʃuəli/,/ˈæktʃuəli/,L1,实际上。Actually, I did。,"[{"en":"Actually, I didn't go there.","zh":"实际上我没去那里。"}]",6
基础⑥·讲述经历,否定和疑问,neither,也不,adv,/ˈniːðər/,/ˈnaɪðə/,L1,也不。Neither did I。,"[{"en":"I didn't go. — Neither did I.","zh":"我没去。——我也没去。"}]",8
基础⑥·讲述经历,否定和疑问,either,也(否定),adv,/ˈiːðər/,/ˈaɪðə/,L1,也(否定句中)。I didn't either。,"[{"en":"I didn't see it either.","zh":"我也没看到。"}]",9
基础·问候与介绍,见面问候,greeting,问候,noun,/ˈɡriːtɪŋ/,/ˈɡriːtɪŋ/,L1,问候。a warm greeting。,"[{"en":"A simple greeting can make someone's day.","zh":"一个简单的问候能让别人开心。"}]",0
基础·问候与介绍,见面问候,stranger,陌生人,noun,/ˈstreɪndʒər/,/ˈstreɪndʒə/,L1,陌生人。talk to a stranger。,"[{"en":"Don't talk to strangers.","zh":"不要和陌生人说话。"}]",1
基础·问候与介绍,见面问候,acquaintance,熟人/认识的人,noun,/əˈkweɪntəns/,/əˈkweɪntəns/,L1,认识的人。an old acquaintance。,"[{"en":"He is just an acquaintance.","zh":"他只是个认识的人。"}]",2
基础·问候与介绍,见面问候,neighbor,邻居,noun,/ˈneɪbər/,/ˈneɪbə/,L1,邻居。next-door neighbor。,"[{"en":"Our neighbor is very friendly.","zh":"我们的邻居很友好。"}]",3
基础·问候与介绍,见面问候,colleague,同事,noun,/ˈkɑːliːɡ/,/ˈkɒliːɡ/,L1,同事。work colleague。,"[{"en":"My colleague helped me a lot.","zh":"我的同事帮了我很多。"}]",4
基础·问候与介绍,见面问候,catch up,叙旧/聊聊近况,phrase,/kætʃ ʌp/,/kætʃ ʌp/,L1,叙旧。Let's catch up。,"[{"en":"We need to catch up soon!","zh":"我们得找时间叙叙旧！"}]",5
基础·问候与介绍,见面问候,long time,好久,phrase,/lɔːŋ taɪm/,/lɒŋ taɪm/,L1,好久。long time no see。,"[{"en":"Long time no see! How are you?","zh":"好久不见！你好吗？"}]",6
基础·问候与介绍,见面问候,it has been a while,有一阵子了,phrase,/ɪt hæz bɪn ə waɪl/,/ɪt hæz bɪn ə waɪl/,L1,有一阵子不见了。,"[{"en":"It's been a while! What's new?","zh":"有一阵子了！有什么新鲜事？"}]",7
基础·问候与介绍,见面问候,how have you been,你最近怎么样,phrase,/haʊ hæv juː bɪn/,/haʊ hæv juː bɪn/,L1,你最近怎么样？问候语。,"[{"en":"How have you been? — Pretty good!","zh":"你最近怎么样？——挺好的！"}]",8
基础·问候与介绍,见面问候,what is new,有什么新鲜事,phrase,/wʌt ɪz nuː/,/wɒt ɪz njuː/,L1,有什么新鲜事？What's new?,"[{"en":"What's new with you?","zh":"你有什么新鲜事？"}]",9
基础·问候与介绍,自我介绍,hometown,家乡,noun,/ˈhoʊmtaʊn/,/ˈhəʊmtaʊn/,L1,家乡。my hometown。,"[{"en":"My hometown is a small city.","zh":"我的家乡是一座小城。"}]",1
基础·问候与介绍,自我介绍,occupation,职业,noun,/ˌɑːkjəˈpeɪʃən/,/ˌɒkjəˈpeɪʃən/,L1,职业。What's your occupation?,"[{"en":"My occupation is teacher.","zh":"我的职业是老师。"}]",2
基础·问候与介绍,自我介绍,major,专业,noun,/ˈmeɪdʒər/,/ˈmeɪdʒə/,L1,专业。my major is English。,"[{"en":"What was your major?","zh":"你的专业是什么？"}]",3
基础·问候与介绍,自我介绍,hobby,爱好,noun,/ˈhɑːbi/,/ˈhɒbi/,L1,爱好。hobby。,"[{"en":"My hobby is playing guitar.","zh":"我的爱好是弹吉他。"}]",4
基础·问候与介绍,自我介绍,graduate,毕业,verb,/ˈɡrædʒueɪt/,/ˈɡrædʒueɪt/,L1,毕业。graduated from。,"[{"en":"I graduated last year.","zh":"我去年毕业了。"}]",5
基础·问候与介绍,自我介绍,single,单身,adj,/ˈsɪŋɡəl/,/ˈsɪŋɡəl/,L1,单身的。I'm single。,"[{"en":"Are you single or married?","zh":"你单身还是已婚？"}]",6
基础·问候与介绍,自我介绍,married,已婚的,adj,/ˈmærid/,/ˈmærid/,L1,已婚的。get married。,"[{"en":"I got married two years ago.","zh":"我两年前结婚了。"}]",7
基础·问候与介绍,自我介绍,flatmate,室友(英),noun,/ˈflætmeɪt/,/ˈflætmeɪt/,L1,室友。同flat-mate。,"[{"en":"My flatmate is from Canada.","zh":"我的室友来自加拿大。"}]",8
基础·问候与介绍,自我介绍,roommate,室友(美),noun,/ˈruːmmeɪt/,/ˈruːmmeɪt/,L1,室友。同room-mate。,"[{"en":"I share the room with my roommate.","zh":"我和室友合住。"}]",9
基础·礼貌与请求,礼貌用语,polite,有礼貌的,adj,/pəˈlaɪt/,/pəˈlaɪt/,L1,有礼貌的。be polite。,"[{"en":"It's important to be polite.","zh":"有礼貌很重要。"}]",0
基础·礼貌与请求,礼貌用语,rude,粗鲁的,adj,/ruːd/,/ruːd/,L1,粗鲁的。don't be rude。,"[{"en":"It's rude to interrupt.","zh":"打断别人是粗鲁的。"}]",1
基础·礼貌与请求,礼貌用语,thankful,感激的,adj,/ˈθæŋkfəl/,/ˈθæŋkfəl/,L1,感激的。be thankful for。,"[{"en":"I'm thankful for your help.","zh":"我很感激你的帮助。"}]",2
基础·礼貌与请求,礼貌用语,grateful,感恩的,adj,/ˈɡreɪtfəl/,/ˈɡreɪtfəl/,L1,感恩的。I'm grateful。,"[{"en":"I'm so grateful for everything.","zh":"我对一切都很感恩。"}]",3
基础·礼貌与请求,礼貌用语,apologize,道歉,verb,/əˈpɑːlədʒaɪz/,/əˈpɒlədʒaɪz/,L1,道歉。apologize for。,"[{"en":"I want to apologize for my mistake.","zh":"我想为我的错误道歉。"}]",4
基础·礼貌与请求,礼貌用语,forgive,原谅,verb,/fərˈɡɪv/,/fəˈɡɪv/,L1,原谅。forgive me。,"[{"en":"Please forgive me.","zh":"请原谅我。"}]",5
基础·礼貌与请求,礼貌用语,manners,礼貌/规矩,noun,/ˈmænərz/,/ˈmænəz/,L1,礼貌。good manners。,"[{"en":"Good manners are important.","zh":"好的礼貌很重要。"}]",6
基础·礼貌与请求,礼貌用语,kindness,善良,noun,/ˈkaɪndnəs/,/ˈkaɪndnəs/,L1,善良。act of kindness。,"[{"en":"Thank you for your kindness.","zh":"谢谢你的善良。"}]",7
基础·礼貌与请求,礼貌用语,respect,尊重,verb/noun,/rɪˈspekt/,/rɪˈspekt/,L1,尊重。show respect。,"[{"en":"We should respect each other.","zh":"我们应该互相尊重。"}]",8
基础·礼貌与请求,礼貌用语,interrupt,打断,verb,/ˌɪntəˈrʌpt/,/ˌɪntəˈrʌpt/,L1,打断。Sorry to interrupt。,"[{"en":"Sorry to interrupt you.","zh":"抱歉打断你。"}]",9
基础·礼貌与请求,礼貌用语,pardon,原谅/再说一遍,verb/noun,/ˈpɑːrdən/,/ˈpɑːdən/,L1,再说一遍。I beg your pardon。,"[{"en":"I beg your pardon? Could you repeat?","zh":"你说什么？能再说一遍吗？"}]",10
基础·礼貌与请求,礼貌用语,excuse,原谅/借口,verb/noun,/ɪkˈskjuːs/,/ɪkˈskjuːs/,L1,原谅。Excuse me。,"[{"en":"Excuse me, is this seat taken?","zh":"不好意思，这个座位有人吗？"}]",11
基础·礼貌与请求,请求与帮助,request,请求,noun/verb,/rɪˈkwest/,/rɪˈkwest/,L1,请求。make a request。,"[{"en":"I have a small request.","zh":"我有一个小请求。"}]",0
基础·礼貌与请求,请求与帮助,favor,帮忙/恩惠,noun,/ˈfeɪvər/,/ˈfeɪvə/,L1,帮忙。do me a favor。,"[{"en":"Can you do me a favor?","zh":"你能帮我个忙吗？"}]",1
基础·礼貌与请求,请求与帮助,permission,许可,noun,/pərˈmɪʃən/,/pəˈmɪʃən/,L1,许可。ask for permission。,"[{"en":"May I have your permission?","zh":"我可以得到你的许可吗？"}]",2
基础·礼貌与请求,请求与帮助,offer,提供,verb/noun,/ˈɔːfər/,/ˈɒfə/,L1,提供。offer help。,"[{"en":"Can I offer you a drink?","zh":"我能给你一杯饮料吗？"}]",3
基础·礼貌与请求,请求与帮助,accept,接受,verb,/əkˈsept/,/əkˈsept/,L1,接受。accept the offer。,"[{"en":"I gladly accepted his help.","zh":"我欣然接受了他的帮助。"}]",4
基础·礼貌与请求,请求与帮助,decline,婉拒,verb,/dɪˈklaɪn/,/dɪˈklaɪn/,L1,婉拒。decline politely。,"[{"en":"She politely declined the invitation.","zh":"她礼貌地拒绝了邀请。"}]",5
基础·礼貌与请求,请求与帮助,allow,允许,verb,/əˈlaʊ/,/əˈlaʊ/,L1,允许。allow me to。,"[{"en":"Please allow me to explain.","zh":"请允许我解释。"}]",6
基础·礼貌与请求,请求与帮助,willing,愿意的,adj,/ˈwɪlɪŋ/,/ˈwɪlɪŋ/,L1,愿意的。be willing to。,"[{"en":"Are you willing to help?","zh":"你愿意帮忙吗？"}]",7
基础·礼貌与请求,请求与帮助,lend,借出,verb,/lend/,/lend/,L1,借出。lend me a hand。,"[{"en":"Can you lend me some money?","zh":"你能借我点钱吗？"}]",8
基础·礼貌与请求,请求与帮助,return,归还,verb,/rɪˈtɜːrn/,/rɪˈtɜːn/,L1,归还。return the book。,"[{"en":"I will return it tomorrow.","zh":"我明天还。"}]",9
基础·礼貌与请求,请求与帮助,share,分享,verb,/ʃer/,/ʃeə/,L1,分享。share with me。,"[{"en":"Can you share your experience?","zh":"你能分享一下你的经历吗？"}]",10
基础·礼貌与请求,请求与帮助,assist,协助,verb,/əˈsɪst/,/əˈsɪst/,L1,协助。assist with。,"[{"en":"Can I assist you with anything?","zh":"我能帮你什么吗？"}]",11
基础⑥·过去的状态,我以前是/有,earlier,早些时候,adv,/ˈɜːrliər/,/ˈɜːliə/,L1,早些时候。earlier today。,"[{"en":"I saw him earlier today.","zh":"我今天早些时候看到他了。"}]",12
基础⑥·过去的状态,我以前是/有,grow up,长大,phrase,/ɡroʊ ʌp/,/ɡrəʊ ʌp/,L1,长大。grew up in Beijing。,"[{"en":"I grew up in a small town.","zh":"我在一个小镇长大。"}]",13
基础⑥·过去的状态,昨天在哪里,elsewhere,别处,adv,/ˈelswer/,/ˈelsweə/,L1,在别处。somewhere else。,"[{"en":"He was elsewhere at that time.","zh":"他那时在别处。"}]",12
基础⑥·过去的状态,昨天在哪里,close by,在附近,phrase,/kloʊs baɪ/,/kləʊs baɪ/,L1,在附近。was close by。,"[{"en":"I was close by when it happened.","zh":"事情发生时我就在附近。"}]",13
基础⑥·过去的动作,昨天做了什么,spot,看到/发现,verb,/spɑːt/,/spɒt/,L1,发现。spotted something。,"[{"en":"I spotted a strange bird.","zh":"我看到一只奇怪的鸟。"}]",12
基础⑥·过去的动作,昨天做了什么,resolve,决定/解决,verb,/rɪˈzɑːlv/,/rɪˈzɒlv/,L1,决定。resolved to try。,"[{"en":"I resolved to try harder.","zh":"我决定更努力。"}]",13
基础⑥·过去的动作,不规则动词,spoke,说(speak的过去式),verb,/spoʊk/,/spəʊk/,L1,说。原形speak。,"[{"en":"I spoke to my boss yesterday.","zh":"我昨天和老板谈话了。"}]",12
基础⑥·过去的动作,不规则动词,knew,知道(know的过去式),verb,/nuː/,/njuː/,L1,知道。原形know。,"[{"en":"I knew something was wrong.","zh":"我知道有什么不对劲。"}]",13
基础⑥·讲述经历,上个周末/去年,celebrate,庆祝,verb,/ˈselɪbreɪt/,/ˈselɪbreɪt/,L1,庆祝。celebrated my birthday。,"[{"en":"We celebrated her birthday last weekend.","zh":"上周末我们庆祝了她的生日。"}]",12
基础⑥·讲述经历,否定和疑问,seriously,认真地,adv,/ˈsɪriəsli/,/ˈsɪəriəsli/,L1,认真地。Seriously?,"[{"en":"Seriously? Did you really do that?","zh":"真的假的？你真的做了吗？"}]",10
基础·问候与介绍,见面问候,formal,正式的,adj,/ˈfɔːrməl/,/ˈfɔːməl/,L1,正式的。formal greeting。,"[{"en":"This is a formal greeting.","zh":"这是一个正式的问候。"}]",10
基础·问候与介绍,见面问候,casual,随意的,adj,/ˈkæʒuəl/,/ˈkæʒuəl/,L1,随意的。casual greeting。,"[{"en":"A casual \"Hi\" is fine.","zh":"随意说声\"嗨\"就好。"}]",11
基础·问候与介绍,自我介绍,native,本地人/母语的,adj,/ˈneɪtɪv/,/ˈneɪtɪv/,L1,本地的。native speaker。,"[{"en":"I'm a native of Beijing.","zh":"我是北京本地人。"}]",10
基础·问候与介绍,自我介绍,abroad,在国外,adv,/əˈbrɔːd/,/əˈbrɔːd/,L1,在国外。study abroad。,"[{"en":"I want to study abroad.","zh":"我想出国留学。"}]",11
基础·礼貌与请求,礼貌用语,gratitude,感激之情,noun,/ˈɡrætɪtuːd/,/ˈɡrætɪtjuːd/,L1,感激。express gratitude。,"[{"en":"I want to express my gratitude.","zh":"我想表达我的感激之情。"}]",12
基础·礼貌与请求,礼貌用语,regret,后悔/遗憾,verb/noun,/rɪˈɡret/,/rɪˈɡret/,L1,后悔。I regret that。,"[{"en":"I regret what I said yesterday.","zh":"我后悔昨天说的话。"}]",13
基础·礼貌与请求,请求与帮助,cooperate,合作,verb,/koʊˈɑːpəreɪt/,/kəʊˈɒpəreɪt/,L1,合作。cooperate with。,"[{"en":"Let's cooperate on this project.","zh":"我们在这个项目上合作吧。"}]",12
