scene_title,topic_title,pattern,meaning,slots,example,difficulty,sort_order
讲述经历,否定句 didn't,"I didn't ___.","我没有___","go to school / eat breakfast / sleep well / watch TV / call her","I didn't go to school yesterday.",L1,28
讲述经历,否定句 didn't,"She didn't ___.","她没有___","like the movie / come to class / call me / eat anything","She didn't like the movie.",L1,29
讲述经历,疑问句 Did,"Did you ___? — Yes, I did. / No, I didn't.","你___了吗？","have a good weekend / eat lunch / finish work / call her","Did you have a good weekend? — Yes, I did!",L1,30
讲述经历,疑问句 Did,"Did she ___? — Yes, she did. / No, she didn't.","她___了吗？","call you / come to class / bring the book / tell you the news","Did she call you yesterday?",L1,31
讲述经历,疑问句 Did,"When did you ___? — I ___ at ___.","你什么时候___的？","arrive / arrived / 3 / leave / left / 5 / start / started / 9","When did you arrive? — I arrived at 3 pm.",L1,32
讲述经历,疑问句 Did,"Where did you ___? — I ___ to ___.","你在哪里___的？","go / went / a concert / eat / ate / a restaurant","Where did you go last night? — I went to a concert.",L1,33
讲述经历,疑问句 Did,"What did you ___? — I ___.","你___了什么？","do yesterday / stayed home / eat for breakfast / had toast","What did you do yesterday? — I stayed home.",L1,34
完成时入门,去过/做过,"I have been to ___.","我去过___","Beijing / Japan / the US / Hong Kong / three countries / abroad","I have been to Beijing.",L1,35
完成时入门,去过/做过,"Have you ever been to ___? — Yes, I have. / No, I haven't.","你去过___吗？","Shanghai / Paris / a concert / this restaurant / abroad","Have you ever been to Shanghai?",L1,36
完成时入门,去过/做过,"I have never ___.","我从来没___过","been abroad / driven a car / seen snow / eaten Indian food / tried it","I have never tried hot pot.",L1,37
完成时入门,去过/做过,"Have you ___? — Yes, I have. / Not yet.","你___了吗？","finished your homework / eaten / called her / seen this / decided","Have you finished your homework?",L1,38
完成时入门,去过/做过,"She has already ___.","她已经___了","left / finished / eaten / called / gone home / paid the bill","She has already left the office.",L1,39
完成时入门,刚刚/还没,"I have just ___.","我刚___","arrived / finished / eaten / heard the news / talked to him / seen her","I have just arrived at the station.",L1,40
完成时入门,刚刚/还没,"I haven't ___ yet.","我还没___","eaten lunch / decided / finished / told him / started / gotten a reply","I haven't eaten lunch yet.",L1,41
完成时入门,持续多久,"I have ___ for ___.","我已经___了___","lived here / five years / worked here / three years / known her / a long time","I have lived here for five years.",L1,42
完成时入门,持续多久,"He/She has ___ since ___.","他/她从___开始___","worked here / 2020 / been a teacher / 2018 / played piano / he was 6","She has worked here since 2020.",L1,43
过去与现在对比,used to 习惯,"I used to ___, but now I ___.","我以前___，但现在___","play the piano / don't / live in a small town / live in the city","I used to play the piano, but now I don't.",L1,44
过去与现在对比,used to 习惯,"She used to ___, but now she ___.","她以前___，但现在___","have long hair / has short hair / wear glasses / wears contacts / be shy / is outgoing","She used to have long hair, but now she has short hair.",L1,45
过去与现在对比,used to 习惯,"I didn't use to ___, but now I ___.","我以前不___，但现在___","like vegetables / love them / get up early / do / drink coffee / drink tea","I didn't use to like vegetables, but now I love them.",L1,46
过去与现在对比,used to 习惯,"Did you use to ___? — Yes, I did. / No, I didn't.","你以前___吗？","live here / play soccer / study at this school / have a pet","Did you use to live here? — Yes, I did.",L1,47
过去与现在对比,回忆过去,"I remember when I was a child, I ___ every day.","我记得小时候每天都___","played outside / went fishing / rode my bike / watched cartoons","I remember when I was a child, I played outside every day.",L1,48
过去与现在对比,生活变化,"When I was ___, I ___. Now I ___.","我___时___。现在我___。","young / stayed up late / go to bed early / a kid / was afraid / am not","When I was young, I stayed up late. Now I go to bed early.",L1,49
过去与现在对比,生活变化,"I always ___ when I was a ___.","我___时总是___","watched TV / kid / played outside / child / studied hard / student","I always watched TV after school when I was a kid.",L1,50
过去与现在对比,今昔对比,"Life was ___ before. Now ___.","以前生活___。现在___。","simpler / everything is so fast / cheaper / prices are higher","Life was simpler before. Now everything is so fast.",L1,51
过去与现在对比,今昔对比,"There used to be ___, but now it's ___.","以前有___，现在变成___了","a park / a shopping mall / a cinema / a supermarket / a school / an apartment","There used to be a park here, but now it's a shopping mall.",L1,52
过去与现在对比,今昔综合表达,"I used to think ___, but now I know ___.","我以前以为___，现在知道___","this was difficult / it's easy / he was unfriendly / he's nice","I used to think this was difficult, but now I know it's easy.",L1,53
过去与现在对比,今昔综合表达,"Things have changed so much in the past ___.","过去___变化太大了","ten years / five years / few months / decade / century","Things have changed so much in the past ten years.",L1,54
