scene_title,topic_title,pattern,meaning,slots,example,difficulty,sort_order
建议与义务,推荐表达,"You should try ___.","推荐","this dish / coffee / app","You should try this dish.",L1~L2,33
建议与义务,建议疑问句,"What should I ___?","征求意见","do / say / bring / wear","What should I do?",L1~L2,34
建议与义务,建议疑问句,"I should ___.","该走了","go now / get going / head out","I should go now.",L1~L2,35
情态综合与礼貌表达,可能 may/might,"It may ___ later.","可能","rain / snow / be cold","It may rain later.",L1~L2,36
情态综合与礼貌表达,可能 may/might,"She might ___.","不确定","come / call / be late","She might come to the party.",L1~L2,37
情态综合与礼貌表达,可能 may/might,"May I ___? — Yes, please.","正式许可","come in / sit / ask","May I come in?",L1~L2,38
情态综合与礼貌表达,邀请与提议,"Would you like ___? — Yes, please.","礼貌提供","coffee / tea / water","Would you like some coffee?",L1~L2,39
情态综合与礼貌表达,邀请与提议,"Would you like to ___? — I'd love to!","礼貌邀请","join / watch / walk","Would you like to join us?",L1~L2,40
情态综合与礼貌表达,邀请与提议,"What would you like to ___?","问偏好","drink / eat / order / do","What would you like to drink?",L1~L2,41
情态综合与礼貌表达,主动提供,"Will you ___? — Sure, no problem.","请求意愿","help / come / call","Will you help me?",L1~L2,42
情态综合与礼貌表达,主动提供,"Do you think I should ___?","征求意见","go / tell / wait / apply","Do you think I should go?",L1~L2,43
情态综合与礼貌表达,委婉提议,"Shall I ___? — Yes, please.","主动提供","open / help / call / get","Shall I open the window?",L1~L2,44
情态综合与礼貌表达,委婉提议,"Let me ___.","主动帮忙","help / carry / open / show","Let me help you.",L1~L2,45
情态综合与礼貌表达,礼貌接受与拒绝,"How about ___? — Sounds great!","委婉提议","going out / ordering / watching","How about going out?",L1~L2,46
情态综合与礼貌表达,礼貌接受与拒绝,"Why don't we ___? — Good idea!","提议","try / go / ask / start","Why don't we try that?",L1~L2,47
情态综合与礼貌表达,礼貌接受与拒绝,"I'd love to ___.","接受","join / come / help / try","Id love to join you.",L1~L2,48
情态综合与礼貌表达,礼貌接受与拒绝,"Thanks, but ___.","礼貌拒绝","Im full / I cant / Im busy","Thanks, but I'm full.",L1~L2,49
情态综合与礼貌表达,礼貌接受与拒绝,"That sounds ___. — Thank you for ___.","接受提议","great / wonderful / inviting me","That sounds great!",L1~L2,50
祝愿与承诺,祝福用语,"Good luck on ___!","祝福","test / exam / interview","Good luck on your test!",L1~L2,51
祝愿与承诺,祝福用语,"Have a great ___!","祝愿","trip / vacation / weekend","Have a great trip!",L1~L2,52
祝愿与承诺,祝福用语,"Happy ___!","节日祝愿","birthday / New Year / anniversary","Happy birthday!",L1~L2,53
祝愿与承诺,祝福用语,"Congratulations on ___!","祝贺","new job / promotion / graduation","Congratulations on your new job!",L1~L2,54
祝愿与承诺,祝福用语,"I believe in you. You can ___!","鼓励","make it / pass / win / succeed","I believe in you!",L1~L2,55
祝愿与承诺,祝福用语,"Keep ___! Don't give up!","鼓励","going / trying / studying","Keep going!",L1~L2,56
祝愿与承诺,承诺与保证,"I promise I'll ___.","承诺","be there / call / finish","I promise I'll be there.",L1~L2,57
祝愿与承诺,承诺与保证,"I swear I won't ___.","发誓","tell / forget / break","I swear I won't tell.",L1~L2,58
祝愿与承诺,提供帮助,"I'd be happy to ___.","乐意帮助","help / show / pick up","Id be happy to help.",L1~L2,59
祝愿与承诺,提供帮助,"I'm willing to ___.","愿意","try / learn / help / work","Im willing to try.",L1~L2,60
