scene_title,topic_title,category,text,meaning,difficulty,description,examples_json
宿舍入住,办理入住,办理入住,办理入住,办理入住,宿舍入住,I'm here to check in.,我是来办理入住的。,L2,入住登记标准用语。,"[{""en"":""Hi, I'm here to check in. My booking is under Li."",""zh"":""你好，我来办理入住，预订姓名是李。"",""level"":""basic""}]",
机场入境,行李丢失申报,行李丢失申报,行李丢失申报,行李丢失申报,机场入境,My luggage is...,我的行李是...,L1,描述行李特征（颜色/品牌/尺寸）帮助工作人员查找。,
机场入境,,,,,机场入境,I have nothing to declare.,我没有需要申报的。,L2,过海关时的标准回答。如果有带的食品或药品要如实申报。,"[{""en"":""I have nothing to declare. I'm just bringing personal items."" ,""zh"":""我没有需要申报的物品，只带了个人用品。"",""level"":""basic""}]",
机场入境,说明来访目的,说明来访目的,说明来访目的,说明来访目的,机场入境,What's the purpose of your visit?,你来访的目的是什么？,L2,入境官的标准提问。回答要简洁：I'm here to study/work/travel。,
机场入境,说明来访目的,说明来访目的,说明来访目的,说明来访目的,机场入境,Can I see your passport?,能出示一下护照吗？,L1,入境官要求出示护照的标准说法。提前把护照打开到照片页。,
机场入境,行李丢失申报,行李丢失申报,行李丢失申报,行李丢失申报,机场入境,Where is the baggage claim?,行李提取处在哪里？,L1,下飞机后找行李转盘。跟着 baggage claim 指示牌走。,
机场入境,,,,,机场入门,I have a connecting flight.,我要转机。,L2,转机时向工作人员说明情况，他们可能会指路或安排接驳车。,"[{""en"":""I have a connecting flight to Manchester. Which gate should I go to?"",""zh"":""我要转机去曼彻斯特，应该去哪个登机口？"",""level"":""basic""}]",
认识室友,初次见面,初次见面,初次见面,初次见面,认识室友,I'm from...,我来自...,L1,"介绍自己来自哪里。可以接着说 I'm from Shanghai, it's near Beijing。",
认识室友,初次见面,初次见面,初次见面,初次见面,认识室友,My major is...,我的专业是...,L1,"介绍专业。如果专业名称复杂，可以说 I'm studying...",
认识室友,邀请一起吃饭,邀请一起吃饭,邀请一起吃饭,邀请一起吃饭,认识室友,Would you like to grab a coffee sometime?,改天一起喝杯咖啡？,L2,"邀请室友出去社交的常用表达。grab a coffee 比 drink coffee 更地道。","[{""en"":""Hey, would you like to grab a coffee this afternoon?"",""zh"":""嘿，今天下午一起喝杯咖啡？"",""level"":""natural""}]",
认识室友,初次见面,初次见面,初次见面,初次见面,认识室友,It's nice to meet you.,很高兴认识你。,L1,初次见面时的标准礼貌用语。也可以说 Nice to meet you too 作为回应。,
认识室友,聊家乡,聊家乡,聊家乡,聊家乡,认识室友,How long have you been here?,你在这里多久了？,L2,询问对方来这里多长时间了，适合和刚认识的人聊天。,
认识室友,分享兴趣爱好,分享兴趣爱好,分享兴趣爱好,分享兴趣爱好,认识室友,What do you do in your free time?,你空闲时间做什么？,L1,"询问对方兴趣爱好，比直接问 hobbies 更自然。",
认识室友,商量宿舍规则,商量宿舍规则,商量宿舍规则,商量宿舍规则,认识室友,Let me know if you need anything.,有事跟我说。,L1,"向室友表达善意，意思是 my door is always open。",
银行开户,开立账户,开立账户,开立账户,开立账户,银行开户,I'd like to open a bank account.,我想开一个银行账户。,L2,"开户的标准开场白。柜员会接着问你想要什么类型的账户。","[{""en"":""Hi, I'd like to open a student bank account."" ,""zh"":""你好，我想开一个学生银行账户。"",""level"":""basic""}]",
银行开户,咨询利率,咨询利率,咨询利率,咨询利率,银行开户,What types of accounts do you offer?,你们有什么账户类型？,L2,询问账户种类。常见的有 checking account（活期）和 savings account（储蓄）。,
银行开户,开立账户,开立账户,开立账户,开立账户,银行开户,What documents do I need?,需要什么证件？,L2,询问开户所需材料。通常需要护照、学生证、地址证明。,
银行开户,咨询利率,咨询利率,咨询利率,咨询利率,银行开户,Is there a monthly fee?,有月费吗？,L2,"询问账户是否收月费。学生账户一般免月费（no monthly fee）。",
银行开户,咨询利率,咨询利率,咨询利率,咨询利率,银行开户,What's the interest rate?,利率是多少？,L2,询问利率。但欧美利率很低，学生更应关注有无 fee 和 ATM 网点。,
银行开户,咨询利率,咨询利率,咨询利率,咨询利率,银行开户,How do I set up online banking?,怎么开通网上银行？,L2,开通网银方便转账和查账。柜员通常会当场帮你设置。,
买 SIM 卡,选择套餐,选择套餐,选择套餐,选择套餐,买 SIM 卡,I'd like to get a SIM card.,我想办一张SIM卡。,L1,"办卡的通用开场句。店员会问你想要 Pay As You Go 还是 Monthly Plan。",
买 SIM 卡,选择套餐,选择套餐,选择套餐,选择套餐,买 SIM 卡,What plans do you have?,你们有什么套餐？,L1,"询问可选套餐。可以说 I'm looking for a plan with lots of data。",
买 SIM 卡,选择套餐,选择套餐,选择套餐,选择套餐,买 SIM 卡,How much data do I get?,有多少流量？,L1,询问套餐包含多少流量。注意英美流量单位是 GB。,
买 SIM 卡,选择套餐,选择套餐,选择套餐,选择套餐,买 SIM 卡,Can I keep my number?,能保留原号码吗？,L2,"携号转网常用语。跨运营商可以 port your number。",
买 SIM 卡,激活SIM卡,激活SIM卡,激活SIM卡,激活SIM卡,买 SIM 卡,How do I activate it?,怎么激活？,L1,询问激活步骤。大部分 SIM 卡插卡即用，但可能需要网上注册。,
买 SIM 卡,激活SIM卡,激活SIM卡,激活SIM卡,激活SIM卡,买 SIM 卡,Does it work internationally?,支持国际漫游吗？,L2,询问是否支持国际漫游。回国休假时可能需要用到。,"[{""en"":""Does this plan support international roaming?"",""zh"":""这个套餐支持国际漫游吗？"",""level"":""natural""}]",
